0.9474152899643117,0.8764203302705772,0.8085796202786301,0.6411920821403361,0.4512181920167284,0.25640655690322517
0.9509418459395476,0.8753521272279117,0.8301231183876828,0.6813628223343717,0.4862292147894862,0.3151226190207699,0.16784367305936596
0.9358913497799513,0.8995605318144871,0.8019639817440367,0.6800891236929385,0.47927130949918156,0.2915934406968891,0.16382607113278408
0.9509823433195628,0.8674245549070533,0.7928592851863899,0.6460565605444788,0.5350581385568233,0.28964118055515536,0.1996126019274755
0.9523038235563387,0.8977555632068767,0.8271412901891411,0.6821523627342211,0.5691629677981649,0.3428972438054794,0.21684911290296818
0.9538279856402095,0.9210757126611617,0.8467600054459099,0.69023224771826,0.5463827250460059,0.43642314721414677,0.2522404358440682
0.950191844184173,0.8789909376784907,0.805340083178444,0.6992819099041658,0.4996537257609349,0.3140667759927055,0.24726920417667866
0.9418285403015981,0.8523069584695402,0.7717417209416085,0.6680771188848647,0.49894592767496215,0.40891835145062805,0.2323853190445368,0.16485388319900823
0.9620983923254767,0.9222424614606234,0.865983967672442,0.7671601982045982,0.583537594612302,0.4393056489252135,0.2368477558547377
0.943956808005437,0.8655166924232784,0.8110336745230113,0.7222127577852898,0.5156156879479079,0.246422778036617
0.93779334231561,0.8444470516778018,0.7614780459549061,0.662044114506433,0.4684873363781037,0.3165322700163399,0.19195614913837544
0.9580140367768429,0.8965053506253589,0.8749040709648057,0.7209958036361553,0.5206248442302536,0.2559592016992094
0.9553491370514905,0.8793633273070696,0.8252542368812977,0.6744502182749033,0.5584164256669731,0.3615694455992886,0.17572992961380113
0.9496026481255907,0.9244170177202881,0.8140691247279784,0.7389542017292444,0.5012707600122522,0.3977360976617298,0.1386749725008677
0.9452573536917117,0.8972532418682428,0.8302107668875263,0.687153473782429,0.5510949856657291,0.2974089355231751,0.17625079565504062
0.9552915654829438,0.8831862831648316,0.8080328291532923,0.7152877046054826,0.43500130124655784,0.28675102569344824,0.1621938941031064
0.9687651205040256,0.9286818936420008,0.8857451554016342,0.7750510526238835,0.7115595812744485,0.403801943751644,0.2590886920093757,0.20123690906646427
0.914454355851623,0.8609020637705984,0.8121595484473693,0.6926850863475987,0.5355443647382374,0.38347296196926955,0.17135521718216165
0.9407384065263317,0.9001226656568437,0.7836607235762191,0.6901446665670812,0.45631957313131366,0.3296032205081826
0.9544818437214505,0.9089887483472288,0.8272382584723963,0.6884930265994624,0.48640344402254193,0.37089993166216495,0.18087314185105804
0.945360647265979,0.8619272920432647,0.8351866265694657,0.5639531376416445,0.43648531962940795,0.20692998817439545
0.9662904948183949,0.8742435484365452,0.8432568640678153,0.6930822536800411,0.5358841117572782,0.25517290714639007,0.1496727792802015
0.9623897035201011,0.8932337466937745,0.8131688510328463,0.7527205370819711,0.5082910280376904,0.34855521878954426,0.22780809277041025
0.9388422145227368,0.8722765002073057,0.8301240434145863,0.7743125347616574,0.7024024751835428,0.33208756904058384,0.17878112387605324
0.9337353892432928,0.8903453184534692,0.803826442575266,0.6748796447593284,0.5329308090185858,0.33708637109358786,0.19366321905172995
0.9591869976009153,0.8651161126119662,0.841389150937906,0.6836536502256247,0.42398726548745463,0.2847583697307547
0.9609392267304568,0.9292006079696489,0.8452953899505937,0.810553395435829,0.6394927360728433,0.41776631394387315,0.2162969335658081
0.9580143886586688,0.9195374212064736,0.8045316297699893,0.6681597314688503,0.5382779127988723,0.3188343454440027,0.19384237774688107
0.9701451840683696,0.9355590768355316,0.8594127429256057,0.8139375063376093,0.6454592647413736,0.37652069997926246,0.2182808960881492
0.9661802509497249,0.8956825064848113,0.811997751485666,0.6969865913678777,0.5272829777650713,0.3193463998314902
0.9557362921052953,0.936513912097546,0.8547261415908038,0.7928101417948037,0.5520911989726554,0.4196325660594059,0.2579108813067313
0.9398132298159508,0.8858141641811791,0.7929263230957484,0.6312629853082651,0.43116238190102396,0.33595006283160733,0.215364011875923
0.949975495794676,0.8971761123116455,0.8009165249767375,0.6803683280161179,0.4323505095255158,0.39787083441340243,0.19377999113465572
0.95067313743572,0.8771748346957392,0.8457749525738235,0.7216426210550141,0.5956568049568033,0.4496337807726691,0.26142733135275786
0.9675823164326561,0.9190511182089162,0.8750038944162881,0.688489848021903,0.5851053660532047,0.37913265871862656,0.17348135277563795
0.9413174857876188,0.8728374829891858,0.7815825698712305,0.6448089499130286,0.4963942985404184,0.3597435422416324,0.20143419972604423
0.9305789865892656,0.8666615564489016,0.8187378485740868,0.6332008020698544,0.47564593395962573,0.24127176893321775
0.9410909738639885,0.8722522824296639,0.7423111686217309,0.6899068951909848,0.4085432082287146,0.24211724398817963
0.9409132236852753,0.871353068219248,0.7606386741773237,0.5420041007422601,0.44506918543870894,0.27076474402962913
0.9483206305613371,0.9232758287699688,0.796762840163645,0.7147221250679341,0.5252484081292018,0.3348221902553757,0.22806801128386883
0.9641483443374769,0.8753481971453655,0.7497848725056858,0.5855053070938101,0.44542279053116174,0.279657442508388
0.9505768877525708,0.8704189880777236,0.788772522832299,0.6272264288852725,0.513981666882227,0.39578677710484755,0.22305672515794522
0.9311691814832903,0.8711951462956568,0.7661718087782089,0.6441945575747822,0.45238137384635885,0.34901955635674037,0.19884159023775683
0.9583818594826172,0.9256378834419182,0.8241287398569744,0.7212354521998536,0.5936365102207684,0.4238798723979279,0.2839121963622928,0.1640412261513209
0.9249916491700622,0.841037077215585,0.8322383411827223,0.6689721059521646,0.4666360148808703,0.2808153154071502,0.14620950264023813
0.9250249880302138,0.872218742531985,0.7665896548400761,0.6992264680819563,0.4455594231324527,0.26943432461574407,0.19112225443067687
0.9476660207974485,0.8895892736249371,0.8091642882460849,0.6568744843661258,0.5310693205772827,0.3332327330700573,0.162833269537526
0.945278046679196,0.9025371272884074,0.7725804912240807,0.5883891091363916,0.3697231411803945,0.15857257146283257
0.9657296895378528,0.9135505557295737,0.8409977675756091,0.6581197353599623,0.41087134445006407,0.2086585681079706
0.9382136454136504,0.837692706910016,0.7544120004407064,0.555639105081763,0.3577857152853511,0.25749102596380025